,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash
52,ana_N68_edge194643,[N][C][=C][Branch][C][Branch][C][Branch][C][C][=C][Branch][C][=Branch][=C][Ring1][N][Ring1][=Branch][pop][N][pop][FrH0][pop][N][pop][N][pop][FrH0][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Co][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][ana],[N][C][=C][Branch][C][Branch][C][Branch][C][C][=C][Branch][C][=Branch][=C][Ring1][N][Ring1][=Branch][pop][N][pop][FrH0][pop][N][pop][N][pop][FrH0],1.006400048,[:0propyl][C][C][C][Branch][FrH0][pop][:1methyl_amine][Ring1][C][Branch][N][pop][C][Branch][N][pop][C][Branch][FrH0][pop][:1methyl_amine][pop][pop][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Co][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][ana],[:0propyl][C][C][C][Branch][FrH0][pop][:1methyl_amine][Ring1][C][Branch][N][pop][C][Branch][N][pop][C][Branch][FrH0][pop][:1methyl_amine][pop][pop],CCCCC([Fr])CNC(N)C(N)C([Fr])CN,1.114239586,ana_N68_77f7421d,77f7421d
53,cds_N505_edge12725,[P][C][Branch][C][N][Branch][C][Branch][P][pop][Branch][P][pop][Ring1][Ring2][pop][FrH0][pop][C][:=1methyl_amine][Ring1][N][Branch][C][Ring1][Branch][pop][FrH0][pop][.][Fr][C][O][Yb][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][cds],[P][C][Branch][C][N][Branch][C][Branch][P][pop][Branch][P][pop][Ring1][Ring2][pop][FrH0][pop][C][:=1methyl_amine][Ring1][N][Branch][C][Ring1][Branch][pop][FrH0][pop],0.604803246,[:0propyl][C][C][:1methyl_amine][O][C][O][:1alkyne][Ring1][:4benzenealcohol][:3pyridine][FrH0][:5benzenealcohol][C][:5benzenealcohol][:0alkene][C][:2benzenealcohol][:0methyl_amine][C][:2benzenealcohol][C][C][C][FrH0][:0amide][pop][pop][:3benzenediol][:0propyl][:1pyridine][:2benzenealcohol][:1carboxylic_acid][C][.][Fr][C][O][Yb][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][cds],[:0propyl][C][C][:1methyl_amine][O][C][O][:1alkyne][Ring1][:4benzenealcohol][:3pyridine][FrH0][:5benzenealcohol][C][:5benzenealcohol][:0alkene][C][:2benzenealcohol][:0methyl_amine][C][:2benzenealcohol][C][C][C][FrH0][:0amide][pop][pop][:3benzenediol][:0propyl][:1pyridine][:2benzenealcohol][:1carboxylic_acid][C],CCCCCNCOC#Cc1cccc(COc2ccccc2Cc2ccc(OC(=O)O)c(CCC)c2Cc2ccc(O)cc2CC[Fr])c1O[Fr],0.889360998,cds_N505_37caffbe,37caffbe
54,bcg_N348_edge199378,[FrH0][:0benzene][Ring1][N][:0benzene][Ring2][:0methyl][pop][Ring1][FrH0][pop][Ring1][:0methyl][pop][pop][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcg],[FrH0][:0benzene][Ring1][N][:0benzene][Ring2][:0methyl][pop][Ring1][FrH0][pop][Ring1][:0methyl][pop][pop],0.948923056,[:0propyl][C][:3benzenealcohol][:3imidazole][:5benzenediol][pop][:0propyl][pop][:0benzenealcohol][:5benzenediol][:0benzene][:1pyridine][:0propyl][pop][pop][Ring1][FrH0][pop][pop][Ring1][S][=Branch][=O][pop][:0carboxylic_acid][pop][Ring2][FrH0][pop][pop][Branch][:0benzene][:5benzenealcohol][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcg],[:0propyl][C][:3benzenealcohol][:3imidazole][:5benzenediol][pop][:0propyl][pop][:0benzenealcohol][:5benzenediol][:0benzene][:1pyridine][:0propyl][pop][pop][Ring1][FrH0][pop][pop][Ring1][S][=Branch][=O][pop][:0carboxylic_acid][pop][Ring2][FrH0][pop][pop][Branch][:0benzene][:5benzenealcohol],CCCc1c([Fr])c(S(=O)OC=O)c(Oc2cccc(O[Fr])c2-c2cccnc2)c(O)c1Oc1cccc(O)c1,0.902465676,bcg_N348_44f17d20,44f17d20
55,gis_N601_edge48794,[FrH0][C][Branch][C][:1methyl_amine][Ring1][N][Branch][C][Ring1][Branch][pop][FrH0][pop][pop][Branch][S][C][pop][S][C][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][gis],[FrH0][C][Branch][C][:1methyl_amine][Ring1][N][Branch][C][Ring1][Branch][pop][FrH0][pop][pop][Branch][S][C][pop][S][C],0.955353228,[:0propyl][C][:0amide][Ring1][:2pyrimidine][Branch][:0pyrimidine][Ring1][:5benzenediol][=Branch][:4benzenediol][Ring1][FrH0][pop][pop][Branch][:0methyl][pop][pop][pop][:1methyl_amine][O][:1methyl_amine][:0methyl][C][C][FrH0][pop][pop][pop][pop][pop][N][:3benzenediol][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][=C][C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][gis],[:0propyl][C][:0amide][Ring1][:2pyrimidine][Branch][:0pyrimidine][Ring1][:5benzenediol][=Branch][:4benzenediol][Ring1][FrH0][pop][pop][Branch][:0methyl][pop][pop][pop][:1methyl_amine][O][:1methyl_amine][:0methyl][C][C][FrH0][pop][pop][pop][pop][pop][N][:3benzenediol],CCCNC(=O)c1c(OCNCC[Fr])ncnc1-c1nccc(Oc2cc(-c3ccc(O)cc3O[Fr])cc(O)c2CC)n1,1.026532524,gis_N601_ee6c96e5,ee6c96e5
56,dmp_N383_edge157799,[P][:0benzene][Ring1][P][pop][Ring1][FrH0][pop][Ring2][C][C][Branch][C][Branch][P][pop][Ring1][O][pop][Branch][P][pop][P][pop][Ring1][FrH0][pop][.][O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][&&][dmp],[P][:0benzene][Ring1][P][pop][Ring1][FrH0][pop][Ring2][C][C][Branch][C][Branch][P][pop][Ring1][O][pop][Branch][P][pop][P][pop][Ring1][FrH0][pop],0.730876438,[:0propyl][C][:1benzenediol][=Branch][:0propyl][pop][Ring1][:5benzenealcohol][:0methyl_amine][:0amide][pop][:0methyl_amine][:4benzenediol][Ring1][:1carboxylic_acid][:1alkyne][:1benzenealcohol][pop][pop][Ring1][:3pyridine][=Branch][FrH0][pop][pop][pop][pop][:0propyl][FrH0][pop][pop][:0propyl][.][O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][&&][dmp],[:0propyl][C][:1benzenediol][=Branch][:0propyl][pop][Ring1][:5benzenealcohol][:0methyl_amine][:0amide][pop][:0methyl_amine][:4benzenediol][Ring1][:1carboxylic_acid][:1alkyne][:1benzenealcohol][pop][pop][Ring1][:3pyridine][=Branch][FrH0][pop][pop][pop][pop][:0propyl][FrH0][pop][pop][:0propyl],CCCOc1ccc([Fr])c(OCCC)c1Oc1cccc(-c2ccc(O)c(-c3cnccc3[Fr])c2OC(=O)Oc2cccc(O)c2)c1NC=O,0.95613029,dmp_N383_28da97c1,28da97c1
57,lon_N76_edge9665,[P][C][=C][C][Branch][C][=C][Branch][FrH0][pop][Ring1][Branch][pop][S][=Branch][=N][FrH0][pop][P][.][Fr][C][O][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1][&&][lon],[P][C][=C][C][Branch][C][=C][Branch][FrH0][pop][Ring1][Branch][pop][S][=Branch][=N][FrH0][pop][P],0.82510529,[:0propyl][C][:4benzenediol][Branch][:5benzenediol][Branch][:0propyl][pop][Ring1][FrH0][pop][pop][Ring1][C][C][C][O][FrH0][pop][pop][N][.][Fr][C][O][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1][&&][lon],[:0propyl][C][:4benzenediol][Branch][:5benzenediol][Branch][:0propyl][pop][Ring1][FrH0][pop][pop][Ring1][C][C][C][O][FrH0][pop][pop][N],CCCc1cc(CCCO[Fr])c(OOc2cc(O)c(CCC)c([Fr])c2)cc1O,1.057488352,lon_N76_dc5acf76,dc5acf76
58,crs_N205_edge163064,[:0carboxylic_acid][Ring1][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][=N][FrH0][pop][.][Fr][C][O][Y][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch2][Ring2][Ring2][O][C][Branch1][C][Fr][O][Y][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring2][Ring1][=Branch2][&&][crs],[:0carboxylic_acid][Ring1][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][=N][FrH0][pop],0.818255704,[FrH0][C][:0benzene][Branch][:3benzenealcohol][#Branch][:1alkyne][Ring1][FrH0][pop][pop][pop][Ring1][:0amide][:3imidazole][:1alkyne][Ring1][:0propyl][pop][pop][pop][:0propyl][C][C][F][:=0methyl_amine][:5benzenediol][:0benzenealcohol][:0methyl][.][Fr][C][O][Y][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch2][Ring2][Ring2][O][C][Branch1][C][Fr][O][Y][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring2][Ring1][=Branch2][&&][crs],[FrH0][C][:0benzene][Branch][:3benzenealcohol][#Branch][:1alkyne][Ring1][FrH0][pop][pop][pop][Ring1][:0amide][:3imidazole][:1alkyne][Ring1][:0propyl][pop][pop][pop][:0propyl][C][C][F][:=0methyl_amine][:5benzenediol][:0benzenealcohol][:0methyl],CCCC#CC(=O)Nc1c(-c2cc(O)ccc2C#C[Fr])cc(Oc2cccc(O)c2CC)c(C[Fr])c1CCF,0.945676072,crs_N205_4bdd0a6c,4bdd0a6c
59,crs_N709_edge120599,[FrH0][C][=Branch][=C][C][=N][N][=C][C][=Branch][=N][Ring1][=Branch][pop][FrH0][pop][:0propyl][.][O][=C][Branch1][C][Fr][O][La][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][La][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][crs],[FrH0][C][=Branch][=C][C][=N][N][=C][C][=Branch][=N][Ring1][=Branch][pop][FrH0][pop][:0propyl],0.787576907,[C][:3imidazole][:0propyl][pop][Ring2][:4benzenediol][:5benzenediol][:0methyl_amine][C][=C][C][FrH0][C][pop][pop][Ring1][:1alkyne][O][:1carboxylic_acid][C][O][FrH0][:=0methyl_amine][:0benzene][:#1methyl_amine][:0alkene][:0benzene][:0methyl_amine][:4benzenealcohol][:1alkyne][Cl][:5benzenealcohol][:0imidazole][:4benzenealcohol][:4benzenealcohol][:5benzenealcohol][:0benzenealcohol][:0benzene][:2pyridine][.][O][=C][Branch1][C][Fr][O][La][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][La][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][crs],[C][:3imidazole][:0propyl][pop][Ring2][:4benzenediol][:5benzenediol][:0methyl_amine][C][=C][C][FrH0][C][pop][pop][Ring1][:1alkyne][O][:1carboxylic_acid][C][O][FrH0][:=0methyl_amine][:0benzene][:#1methyl_amine][:0alkene][:0benzene][:0methyl_amine][:4benzenealcohol][:1alkyne][Cl][:5benzenealcohol][:0imidazole][:4benzenealcohol][:4benzenealcohol][:5benzenealcohol][:0benzenealcohol][:0benzene][:2pyridine],Cc1ncn(C#CC(=O)OO[Fr])c1-c1ccc(O)cc1ONC=CC[Fr],0.846479841,crs_N709_3dc526eb,3dc526eb
60,pcu_N214_edge127252,[O][C][=C][C][=Branch][=C][Branch][C][C][O][FrH0][pop][Ring1][Ring2][pop][FrH0][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][pcu],[O][C][=C][C][=Branch][=C][Branch][C][C][O][FrH0][pop][Ring1][Ring2][pop][FrH0],0.884825072,[:0methyl_amine][Ring1][:1methyl_amine][Ring1][C][:4benzenealcohol][Ring2][:3benzenediol][Ring2][:3benzenediol][pop][Ring2][FrH0][pop][Ring1][:1methyl_amine][pop][pop][Ring1][:1methyl_amine][S][C][C][C][FrH0][pop][pop][pop][pop][:0propyl][:0methyl][:0propyl][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][Cu][Cu][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][pcu],[:0methyl_amine][Ring1][:1methyl_amine][Ring1][C][:4benzenealcohol][Ring2][:3benzenediol][Ring2][:3benzenediol][pop][Ring2][FrH0][pop][Ring1][:1methyl_amine][pop][pop][Ring1][:1methyl_amine][S][C][C][C][FrH0][pop][pop][pop][pop][:0propyl][:0methyl][:0propyl],CCNCCNCc1ccc(CNCCC[Fr])c(-c2cc(Oc3cc(O)cc(O)c3)cc(O[Fr])c2CN)c1O,1.046290697,pcu_N214_0388e54f,0388e54f
61,lvt_N288_edge125085,[O][S][Branch][C][Branch][:2pyrimidine][Ring2][FrH0][pop][pop][=C][FrH0][pop][Branch][O][pop][O][.][Fr][C][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][Ring1][P][&&][lvt],[O][S][Branch][C][Branch][:2pyrimidine][Ring2][FrH0][pop][pop][=C][FrH0][pop][Branch][O][pop][O],0.825615708,[:0propyl][C][:4benzenealcohol][:0propyl][:0methyl_amine][Ring1][FrH0][pop][:1benzenediol][:1imidazole][:4benzenealcohol][Ring1][:0pyridine][:1benzenealcohol][:5benzenediol][#Branch][S][:3benzenediol][#Branch][:0methyl][pop][pop][pop][#Branch][FrH0][C][pop][=C][Cl][:4benzenealcohol][pop][pop][:0propyl][.][Fr][C][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][Ring1][P][&&][lvt],[:0propyl][C][:4benzenealcohol][:0propyl][:0methyl_amine][Ring1][FrH0][pop][:1benzenediol][:1imidazole][:4benzenealcohol][Ring1][:0pyridine][:1benzenealcohol][:5benzenediol][#Branch][S][:3benzenediol][#Branch][:0methyl][pop][pop][pop][#Branch][FrH0][C][pop][=C][Cl][:4benzenealcohol][pop][pop][:0propyl],CCCc1cccc(-c2ccccc2Oc2nc(Cl)cc([Fr])c2Oc2cc(O)ccc2Sc2cc(O)cc(O)c2CC)c1ONC[Fr],0.945279265,lvt_N288_09d00a57,09d00a57
62,gis_N68_edge71510,[S][C][=C][Branch][C][Branch][C][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][S][pop][S][pop][Branch][FrH0][pop][S][pop][S][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Co][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][gis],[S][C][=C][Branch][C][Branch][C][C][Branch][C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][S][pop][S][pop][Branch][FrH0][pop][S][pop][S],0.763025709,[:0propyl][C][:0pyridine][:0methyl][N][:1carboxylic_acid][Ring1][FrH0][pop][pop][Ring1][C][Branch][:0methyl][pop][Ring1][C][:1pyrimidine][:0propyl][:5benzenediol][:0methyl][C][C][C][Branch][FrH0][pop][:0propyl][pop][pop][pop][pop][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Co][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][gis],[:0propyl][C][:0pyridine][:0methyl][N][:1carboxylic_acid][Ring1][FrH0][pop][pop][Ring1][C][Branch][:0methyl][pop][Ring1][C][:1pyrimidine][:0propyl][:5benzenediol][:0methyl][C][C][C][Branch][FrH0][pop][:0propyl][pop][pop][pop][pop],CCCc1nccc(C(CC)c2ncncc2Oc2cccc(O)c2CCC([Fr])CCC)c1NC(=O)O[Fr],1.055668456,gis_N68_13657adb,13657adb
63,ths_N144_edge121179,[FrH0][C][Branch][:1alkyne][pop][N][C][Branch][:1alkyne][pop][N][=C][Branch][C][Branch][FrH0][pop][C][=Branch][=C][=C][pop][Ring1][O][pop][:1alkyne][.][O][=C][Branch1][C][Fr][O][Er][O][C][Branch1][C][Fr][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][ths],[FrH0][C][Branch][:1alkyne][pop][N][C][Branch][:1alkyne][pop][N][=C][Branch][C][Branch][FrH0][pop][C][=Branch][=C][=C][pop][Ring1][O][pop][:1alkyne],0.683716089,[:0methyl][C][O][C][C][Branch][FrH0][pop][:5benzenealcohol][:0propyl][F][C][C][Branch][F][pop][C][:5benzenealcohol][:0methyl][:3pyridine][:1pyridine][:4benzenediol][Ring2][:5benzenealcohol][:5benzenealcohol][FrH0][pop][pop][:3pyridine][:2benzenealcohol][C][C][:2benzenediol][:2benzenediol][:2pyridine][pop][:4benzenealcohol][pop][:2pyridine][.][O][=C][Branch1][C][Fr][O][Er][O][C][Branch1][C][Fr][O][Er][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][ths],[:0methyl][C][O][C][C][Branch][FrH0][pop][:5benzenealcohol][:0propyl][F][C][C][Branch][F][pop][C][:5benzenealcohol][:0methyl][:3pyridine][:1pyridine][:4benzenediol][Ring2][:5benzenealcohol][:5benzenealcohol][FrH0][pop][pop][:3pyridine][:2benzenealcohol][C][C][:2benzenediol][:2benzenediol][:2pyridine][pop][:4benzenealcohol][pop][:2pyridine],CCOCC([Fr])Oc1cccc(C(F)COc2ccccc2-c2cccnc2-c2ccc(Oc3ccc(O)cc3Cc3c(O)cc(O)cc3-c3ccncc3)c(Oc3ccccc3[Fr])c2O)c1F,0.830033254,ths_N144_c163d8b2,c163d8b2
64,utk_N137_edge79921,[FrH0][C][Branch][S][C][pop][C][=C][Branch][C][C][S][C][C][Branch][S][C][pop][FrH0][pop][S][C][.][Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][&&][utk],[FrH0][C][Branch][S][C][pop][C][=C][Branch][C][C][S][C][C][Branch][S][C][pop][FrH0][pop][S][C],0.860478287,[:0propyl][C][:1pyridine][:0methyl][:4pyridine][C][FrH0][pop][Ring2][O][:1pyridine][Branch][:3pyridine][=Branch][:3imidazole][Ring2][:4benzenealcohol][:0propyl][:3imidazole][pop][:0propyl][FrH0][:0propyl][pop][C][Ring2][:1imidazole][:1alkyne][:0imidazole][:1pyrimidine][:1carboxylic_acid][C][O][Ring1][C][:4pyridine][:0benzenediol][pop][:2pyridine][.][Fr][C][=N][N][N][Branch1][Ring2][N][Ring1][Branch1][Co][N][N][=C][Branch1][C][Fr][N][N][Ring1][=Branch1][Co][Ring1][O][N][N][Ring1][#Branch2][N][C][Branch1][C][Fr][=N][Ring1][=Branch1][&&][utk],[:0propyl][C][:1pyridine][:0methyl][:4pyridine][C][FrH0][pop][Ring2][O][:1pyridine][Branch][:3pyridine][=Branch][:3imidazole][Ring2][:4benzenealcohol][:0propyl][:3imidazole][pop][:0propyl][FrH0][:0propyl][pop][C][Ring2][:1imidazole][:1alkyne][:0imidazole][:1pyrimidine][:1carboxylic_acid][C][O][Ring1][C][:4pyridine][:0benzenediol][pop][:2pyridine],CCCc1cnccc1-c1cc(Oc2ccc(-c3cnccc3-c3cn(-c4c(-c5ncnc(-c6c(O)cccc6O)c5C=O)ccc([Fr])c4Oc4c[nH]cn4)cn3)nc2)cc([Fr])n1,0.916570308,utk_N137_9fdd08cf,9fdd08cf
65,lvt_N37_edge106464,[O][C][Branch][N][Branch][C][Branch][C][=C][FrH0][pop][Cl][pop][Cl][pop][Branch][O][FrH0][pop][Cl][.][Fr][C][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring2][Ring1][=Branch2][&&][lvt],[O][C][Branch][N][Branch][C][Branch][C][=C][FrH0][pop][Cl][pop][Cl][pop][Branch][O][FrH0][pop][Cl],0.662726665,[:0propyl][C][O][:1methyl_amine][C][:4benzenealcohol][Ring1][C][O][FrH0][pop][:3benzenediol][:3pyrimidine][C][:4benzenediol][O][:3imidazole][C][:1benzenealcohol][Ring1][C][pop][pop][:4benzenealcohol][:3pyridine][Ring2][:5benzenealcohol][pop][Ring2][C][Branch][:0methyl_amine][pop][pop][:3benzenediol][C][FrH0][:5benzenealcohol][:#1methyl_amine][.][Fr][C][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring2][Ring1][=Branch2][&&][lvt],[:0propyl][C][O][:1methyl_amine][C][:4benzenealcohol][Ring1][C][O][FrH0][pop][:3benzenediol][:3pyrimidine][C][:4benzenediol][O][:3imidazole][C][:1benzenealcohol][Ring1][C][pop][pop][:4benzenealcohol][:3pyridine][Ring2][:5benzenealcohol][pop][Ring2][C][Branch][:0methyl_amine][pop][pop][:3benzenediol][C][FrH0][:5benzenealcohol][:#1methyl_amine],CCCOCNc1cccc(-c2ccnc(-c3ccc(O)cc3Oc3cn(-c4c(C[Fr])nc(Oc5ccccc5)c(CN)c4CNC)c(-c4cc(O)ccc4C)n3)n2)c1OCO[Fr],0.900699932,lvt_N37_120e2627,120e2627
