,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name
10,nbo_N549_edge133855,[O][C][Branch][C][C][Branch][:1methyl_amine][Ring1][C][Branch][C][C][=C][FrH0][pop][O][pop][pop][O][pop][FrH0][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],[O][C][Branch][C][C][Branch][:1methyl_amine][Ring1][C][Branch][C][C][=C][FrH0][pop][O][pop][pop][O][pop][FrH0],OC([Fr])CC(O)CNC(O)CC=C[Fr],"[-6.9708257, 0.5835191]",[:0sulfonic_acid][=S][:2benzenealcohol][:2benzenealcohol][:0benzene][:0O_nitrile][:4benzenediol][:0propyl][#N][:0sulfonic_acid][FrH0][FrH0][#N][#N][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0propyl][FrH0][pop][Ring2][Ring2][:=1methyl_amine][=O][:=1methyl_amine][=S][Ring2][:0benzenediol][=S][:0benzenediol][Ring2][=P][=P][:0benzenealcohol][S][:3pyrimidine][:3pyrimidine][Branch][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][nbo],[:0sulfonic_acid][=S][:2benzenealcohol][:2benzenealcohol][:0benzene][:0O_nitrile][:4benzenediol][:0propyl][#N][:0sulfonic_acid][FrH0][FrH0][#N][#N][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0propyl][FrH0][pop][Ring2][Ring2][:=1methyl_amine][=O][:=1methyl_amine][=S][Ring2][:0benzenediol][=S][:0benzenediol][Ring2][=P][=P][:0benzenealcohol][S][:3pyrimidine][:3pyrimidine][Branch],O=[SH]Oc1ccc(O)cc1-c1ccccc1-c1ccc(O)c(-c2ccnc(-c3cc(Sc4c(O)ccc(P=Pc5ccccc5Oc5ccncn5)c4O)nc([Fr])n3)n2)c1ONOS(=O)[Fr],"[-46.0975817247, 7.426232977976597]",nbo_N549_OC([Fr])CC(O)CNC(O)CC=C[Fr]
11,sxb_N483_edge76109,[FrH0][C][Branch][C][=C][Branch][C][Branch][:0methyl][pop][Branch][FrH0][pop][C][pop][:0methyl][pop][=Ring1][->][#Branch][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][O][Sc][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sxb],[FrH0][C][Branch][C][=C][Branch][C][Branch][:0methyl][pop][Branch][FrH0][pop][C][pop][:0methyl][pop][=Ring1][->][#Branch],CCC1=CC([Fr])=CC1([Fr])CC,"[-11.536046, 1.1982628]",[FrH0][C][#C][C][=S][#Branch][:4benzenediol][:2pyridine][:1amide][:0methyl][Branch][FrH0][pop][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:0benzenediol][:1pyrimidine][:1pyrimidine][:1pyrimidine][:=1methyl_amine][.][Fr][C][C][=C][N][Branch1][Branch1][C][C][=Ring1][=Branch1][O][Sc][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=N][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][sxb],[FrH0][C][#C][C][=S][#Branch][:4benzenediol][:2pyridine][:1amide][:0methyl][Branch][FrH0][pop][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:1pyrimidine][:0benzenediol][:1pyrimidine][:1pyrimidine][:1pyrimidine][:=1methyl_amine],NCc1cncnc1Oc1cccc(O)c1Oc1cccc(O)c1Oc1cccc(O)c1-c1nccc(-c2c(O)ccc([SH]=CC#C[Fr])c2OC(=O)N[Fr])n1,"[-14.2217998752, 1.338089054177173]",sxb_N483_CCC1=CC([Fr])=CC1([Fr])CC
12,bnn_N572_edge155682,[:0nitrile][C][C][Branch][O][FrH0][pop][C][:0benzene][=Branch][C][C][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[:0nitrile][C][C][Branch][O][FrH0][pop][C][:0benzene][=Branch][C][C][FrH0][pop][pop],N#CC(Cc1cccc(CC[Fr])c1)O[Fr],"[-7.39779, 0.60994637]",[:0propyl][C][:5benzenediol][Ring1][:0benzenediol][Ring1][:3pyrimidine][pop][Ring2][:3pyrimidine][Ring2][:0benzenediol][Ring1][FrH0][pop][pop][pop][pop][Ring1][FrH0][pop][Ring2][:3benzenediol][pop][Ring1][:2pyridine][pop][pop][.][O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][bnn],[:0propyl][C][:5benzenediol][Ring1][:0benzenediol][Ring1][:3pyrimidine][pop][Ring2][:3pyrimidine][Ring2][:0benzenediol][Ring1][FrH0][pop][pop][pop][pop][Ring1][FrH0][pop][Ring2][:3benzenediol][pop][Ring1][:2pyridine][pop][pop],CCCOc1c(-c2c(O)cc(-c3cc(-c4c(O)cccc4O[Fr])ncn3)cc2Oc2ccncn2)c(O[Fr])cc(-c2cc(O)cc(O)c2)c1-c1ccncc1,"[-23.8241871599, 2.276260639383892]",bnn_N572_N#CC(Cc1cccc(CC[Fr])c1)O[Fr]
13,cds_N472_edge95133,[FrH0][N][N][=C][Branch][C][Branch][C][C][Branch][O][FrH0][pop][Branch][:1alkyne][pop][:1alkyne][pop][=N][Ring1][S][pop][:1alkyne][.][Fr][C][C][=C][N][Ag][Ag][Branch1][#Branch1][N][Ring1][Ring2][C][=Ring1][Branch2][Ag][Branch1][=C][N][N][Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][=C][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][#Branch1][Branch1][#C][N][N][Ring2][Ring1][=N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][Ring2][Ring2][Ring2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[FrH0][N][N][=C][Branch][C][Branch][C][C][Branch][O][FrH0][pop][Branch][:1alkyne][pop][:1alkyne][pop][=N][Ring1][S][pop][:1alkyne],C#Cc1nn([Fr])nc1CC(C#C)(C#C)O[Fr],"[-8.115439, 0.6883427]",[FrH0][N][N][=C][Branch][C][Branch][C][:0benzenediol][Branch][O][FrH0][pop][:0benzenediol][:0benzenediol][pop][:1alkyne][pop][=N][:0benzenediol][S][pop][:0propyl][:0benzenediol][:0benzenediol][=P][=P][=P][:0benzenediol][:0benzenediol][:0benzenediol][:0pyrimidine][.][Fr][C][C][=C][N][Ag][Ag][Branch1][#Branch1][N][Ring1][Ring2][C][=Ring1][Branch2][Ag][Branch1][=C][N][N][Ring1][=Branch1][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][=C][N][N][Ring1][=N][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Ag][Ring2][Ring1][Ring2][Branch1][#C][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Ring2][Ring1][#Branch1][Branch1][#C][N][N][Ring2][Ring1][=N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][Ring2][Ring2][Ring2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[FrH0][N][N][=C][Branch][C][Branch][C][:0benzenediol][Branch][O][FrH0][pop][:0benzenediol][:0benzenediol][pop][:1alkyne][pop][=N][:0benzenediol][S][pop][:0propyl][:0benzenediol][:0benzenediol][=P][=P][=P][:0benzenediol][:0benzenediol][:0benzenediol][:0pyrimidine],Oc1cccc(O)c1Oc1cccc(O)c1P=[PH]=POc1cccc(O)c1Oc1cccc(O)c1Oc1cc(O[Fr])c(-c2c(O)cccc2O)c(O)c1CCC=NN[Fr],"[-58.0881687373, 9.925286812054965]",cds_N472_C#Cc1nn([Fr])nc1CC(C#C)(C#C)O[Fr]
14,nbo_N151_edge188487,[Cl][C][=C][Branch][C][=Branch][=C][C][Branch][C][Branch][C][Branch][S][C][Ring1][N][pop][Ring1][Ring2][pop][Branch][FrH0][pop][Cl][pop][Cl][pop][Cl][pop][FrH0][.][Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1][&&][nbo],[Cl][C][=C][Branch][C][=Branch][=C][C][Branch][C][Branch][C][Branch][S][C][Ring1][N][pop][Ring1][Ring2][pop][Branch][FrH0][pop][Cl][pop][Cl][pop][Cl][pop][FrH0],ClC1=C([Fr])C(Cl)=C2C(Cl)C(Cl)([Fr])C2SC1,"[-10.798709, 1.2369568]",[:0benzenediol][=Branch][:0propyl][=Branch][:1pyrimidine][:0propyl][:0benzenediol][Ring1][:0benzenediol][=Branch][:0benzenediol][#Branch][:0benzenediol][#Branch][Cl][pop][Ring2][:2pyrimidine][pop][Ring1][:3pyrimidine][pop][Ring1][:0benzenediol][pop][Ring1][FrH0][pop][pop][pop][Ring2][FrH0][pop][pop][pop][pop][pop][=P][.][Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1][&&][nbo],[:0benzenediol][=Branch][:0propyl][=Branch][:1pyrimidine][:0propyl][:0benzenediol][Ring1][:0benzenediol][=Branch][:0benzenediol][#Branch][:0benzenediol][#Branch][Cl][pop][Ring2][:2pyrimidine][pop][Ring1][:3pyrimidine][pop][Ring1][:0benzenediol][pop][Ring1][FrH0][pop][pop][pop][Ring2][FrH0][pop][pop][pop][pop][pop][=P],CCCOc1c(CCC)ccc(O)c1-c1c(O[Fr])ccc(-c2c(O)cccc2Oc2c(OCl)c([Fr])c(-c3c(O)cccc3O)c(-c3ccncn3)c2Oc2cncnc2)c1O,"[-11.0808721015, 1.1663051070057782]",nbo_N151_ClC1=C([Fr])C(Cl)=C2C(Cl)C(Cl)([Fr])C2SC1
15,lcy_N85_edge117758,[:0methyl_amine][Ring1][C][C][=Branch][=C][C][C][Branch][C][Branch][:1methyl_amine][pop][Ring1][=Branch][pop][FrH0][pop][C][C][FrH0][pop][.][Fr][C][C][=C][N][Branch2][Branch1][#Branch1][Zn][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][C][=Ring2][Ring1][#C][&&][lcy],[:0methyl_amine][Ring1][C][C][=Branch][=C][C][C][Branch][C][Branch][:1methyl_amine][pop][Ring1][=Branch][pop][FrH0][pop][C][C][FrH0][pop],NCC1C(CC[Fr])=CCC([Fr])C1CN,"[-13.529889, 1.2270483]",[:0carboxylic_acid][=Ring2][FrH0][:0benzenealcohol][FrH0][FrH0][FrH0][FrH0][=Branch][=S][:2pyrimidine][S][:2pyrimidine][:=0methyl_amine][P][:1methyl_amine][:1imidazole][pop][=P][:2pyrimidine][:2pyridine][:4benzenediol][:1imidazole][:1imidazole][:1imidazole][:1imidazole][:2pyridine][:2benzenealcohol][.][Fr][C][C][=C][N][Branch2][Branch1][#Branch1][Zn][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][C][=Ring2][Ring1][#C][&&][lcy],[:0carboxylic_acid][=Ring2][FrH0][:0benzenealcohol][FrH0][FrH0][FrH0][FrH0][=Branch][=S][:2pyrimidine][S][:2pyrimidine][:=0methyl_amine][P][:1methyl_amine][:1imidazole][pop][=P][:2pyrimidine][:2pyridine][:4benzenediol][:1imidazole][:1imidazole][:1imidazole][:1imidazole][:2pyridine][:2benzenealcohol],O=C([Fr])O[Fr],"[-17.2058466099, 1.6976291899456848]",lcy_N85_NCC1C(CC[Fr])=CCC([Fr])C1CN
16,qtz_N547_edge93437,[N][C][Branch][O][C][C][C][C][C][Branch][O][FrH0][pop][Cl][pop][O][FrH0][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][qtz],[N][C][Branch][O][C][C][C][C][C][Branch][O][FrH0][pop][Cl][pop][O][FrH0],NC(O[Fr])OCCCCC(Cl)O[Fr],"[-3.5416355, 0.17659234]",[FrH0][N][:4benzenealcohol][Ring2][:0methyl][:0methyl][:0methyl][:0methyl][:4benzenealcohol][P][P][:1methyl_amine][:0methyl][=Ring2][=Ring2][=Ring2][=Ring2][=Ring2][=Ring2][:1benzenediol][:0methyl][:3pyrimidine][:1pyridine][=Ring2][:4benzenealcohol][:4benzenealcohol][=S][Ring2][Ring2][:0pyrimidine][:1pyrimidine][Ring2][:0benzenediol][:0pyrimidine][:0benzenediol][FrH0][FrH0][:0pyrimidine][Ring2][.][S][=C][=N][Co][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][Branch1][C][Fr][C][C][=C][Ring1][#Branch1][N][C][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][&&][qtz],[FrH0][N][:4benzenealcohol][Ring2][:0methyl][:0methyl][:0methyl][:0methyl][:4benzenealcohol][P][P][:1methyl_amine][:0methyl][=Ring2][=Ring2][=Ring2][=Ring2][=Ring2][=Ring2][:1benzenediol][:0methyl][:3pyrimidine][:1pyridine][=Ring2][:4benzenealcohol][:4benzenealcohol][=S][Ring2][Ring2][:0pyrimidine][:1pyrimidine][Ring2][:0benzenediol][:0pyrimidine][:0benzenediol][FrH0][FrH0][:0pyrimidine][Ring2],CCc1c([PH]2=NC2)cc(N[Fr])c(Oc2cnccc2-c2ccccc2OSc2cc(-c3c(O)cccc3Oc3c(O)cccc3O[Fr])ncn2)c1CC,"[-6.5071533942, 0.6181010365705663]",qtz_N547_NC(O[Fr])OCCCCC(Cl)O[Fr]
17,lon_N434_edge117206,[S][C][Branch][C][Branch][C][=Branch][=C][Branch][:0O_nitrile][pop][C][FrH0][pop][:0O_nitrile][pop][C][FrH0][pop][Branch][:0O_nitrile][pop][C][.][Fr][C][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][lon],[S][C][Branch][C][Branch][C][=Branch][=C][Branch][:0O_nitrile][pop][C][FrH0][pop][:0O_nitrile][pop][C][FrH0][pop][Branch][:0O_nitrile][pop][C],CC(S)(OC#N)C(C[Fr])C(OC#N)=C(C[Fr])OC#N,"[-10.904473, 1.1096135]",[FrH0][N][S][Branch][:0propyl][:0propyl][:0benzenediol][:0benzenediol][Branch][:0benzenediol][pop][:0propyl][:0benzenediol][:1pyrimidine][FrH0][:0benzenediol][:1pyrimidine][:1pyrimidine][Ring2][pop][Ring2][:2imidazole][:=1methyl_amine][Cl][:1pyrimidine][:2benzenealcohol][:3pyrimidine][.][Fr][C][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][lon],[FrH0][N][S][Branch][:0propyl][:0propyl][:0benzenediol][:0benzenediol][Branch][:0benzenediol][pop][:0propyl][:0benzenediol][:1pyrimidine][FrH0][:0benzenediol][:1pyrimidine][:1pyrimidine][Ring2][pop][Ring2][:2imidazole][:=1methyl_amine][Cl][:1pyrimidine][:2benzenealcohol][:3pyrimidine],CCC[SH](N[Fr])c1c(O)ccc(-c2c(O)ccc(-c3ccnc(-c4[nH]c(-c5ccc(O)cc5)nc4Cl)n3)c2O[Fr])c1Oc1c(O)cccc1O,"[-34.1020716213, 3.8701923938838103]",lon_N434_CC(S)(OC#N)C(C[Fr])C(OC#N)=C(C[Fr])OC#N
18,sxb_N295_edge100816,[FrH0][C][Branch][C][pop][C][Branch][C][pop][N][C][=C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][Branch][C][pop][Ring1][#Branch][pop][C][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],[FrH0][C][Branch][C][pop][C][Branch][C][pop][N][C][=C][Branch][C][Branch][FrH0][pop][Branch][C][pop][C][Branch][C][pop][Ring1][#Branch][pop][C],CC1=CN(C(C)C(C)[Fr])C(C)C1(C)[Fr],"[-14.438783, 1.4171423]",[:0propyl][:0propyl][:0phosphoric_acid][:0methyl][FrH0][:0benzenediol][:0benzenediol][Cl][FrH0][pop][pop][:0benzenediol][:0benzenediol][:0propyl][:0benzenediol][#Branch][=P][:3pyrimidine][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ni][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sxb],[:0propyl][:0propyl][:0phosphoric_acid][:0methyl][FrH0][:0benzenediol][:0benzenediol][Cl][FrH0][pop][pop][:0benzenediol][:0benzenediol][:0propyl][:0benzenediol][#Branch][=P][:3pyrimidine],CCCOP(=O)(O[Fr])Oc1c(O)cccc1O[Fr],"[-20.9394377307, 2.382843402298623]",sxb_N295_CC1=CN(C(C)C(C)[Fr])C(C)C1(C)[Fr]
19,gme_N307_edge158599,[:0methyl_amine][Ring1][:0benzene][Ring2][FrH0][pop][Ring2][N][=C][Ring1][=Branch][pop][Ring1][FrH0][pop][pop][.][Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][gme],[:0methyl_amine][Ring1][:0benzene][Ring2][FrH0][pop][Ring2][N][=C][Ring1][=Branch][pop][Ring1][FrH0][pop][pop],NCc1cc([Fr])c2c(c1[Fr])N=C2,"[-6.0307775, 0.42727393]",[FrH0][FrH0][FrH0][:=1methyl_amine][S][:=1methyl_amine][:0benzenediol][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][=P][:3pyrimidine][:3benzenealcohol][Cl][:0propyl][=O][:=1methyl_amine][:0propyl][:0propyl][:2imidazole][:1pyrimidine][:1pyrimidine][:1pyridine][:=1methyl_amine][.][Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][gme],[FrH0][FrH0][FrH0][:=1methyl_amine][S][:=1methyl_amine][:0benzenediol][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][:0propyl][=P][:3pyrimidine][:3benzenealcohol][Cl][:0propyl][=O][:=1methyl_amine][:0propyl][:0propyl][:2imidazole][:1pyrimidine][:1pyrimidine][:1pyridine][:=1methyl_amine],[Fr][Fr],"[-9.2652069453, 0.7995972057612669]",gme_N307_NCc1cc([Fr])c2c(c1[Fr])N=C2
20,dmp_N158_edge205462,[:0isocyanate][C][C][C][=C][Branch][S][C][=C][Branch][C][C][Branch][FrH0][pop][Ring1][Ring2][pop][Ring1][=Branch][pop][FrH0][pop][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][dmp],[:0isocyanate][C][C][C][=C][Branch][S][C][=C][Branch][C][C][Branch][FrH0][pop][Ring1][Ring2][pop][Ring1][=Branch][pop][FrH0][pop],O=C=NC1C=C([Fr])SC2=C1CC2[Fr],"[-22.036163, 2.077783]",[:0benzenediol][Ring2][Ring2][Ring2][=Branch][=Branch][FrH0][=S][=S][=S][:5benzenealcohol][S][->][:0imidazole][:1benzenealcohol][FrH0][#C][:1methyl_amine][:2pyrimidine][:2pyrimidine][=Ring2][:0imidazole][:1methyl_amine][:0imidazole][:1methyl_amine][:1methyl_amine][:1methyl_amine][:=0amide][=Ring2][pop][:0benzene][=Branch][pop][=C][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:0propyl][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][dmp],[:0benzenediol][Ring2][Ring2][Ring2][=Branch][=Branch][FrH0][=S][=S][=S][:5benzenealcohol][S][->][:0imidazole][:1benzenealcohol][FrH0][#C][:1methyl_amine][:2pyrimidine][:2pyrimidine][=Ring2][:0imidazole][:1methyl_amine][:0imidazole][:1methyl_amine][:1methyl_amine][:1methyl_amine][:=0amide][=Ring2][pop][:0benzene][=Branch][pop][=C][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:0propyl],CCCc1cc(O)ccc1-c1cc(O)ccc1-c1cnc(-c2ncncc2NCc2cn([Fr])c(-c3ccccc3O[SH]=[SH]Oc3cccc(O)c3[Fr])n2)n1-c1nccn1CN=NC=O,"[-43.3197569919, 6.524832669011503]",dmp_N158_O=C=NC1C=C([Fr])SC2=C1CC2[Fr]
